sentence,currency,sentiment
Euro Falls After Draghi Sees Risks to Euro-Area Growth: Chart,EUR,negative
U.S. Core Inflation Cools Amid Shift in Data Methodology (1),USD,negative
"U.S. Stocks Edge Higher; Treasuries, Dollar Rise: Markets Wrap",USD,positive
Euro Falls as Draghi's Comments Point to Low Rates for Longer,EUR,negative
Trump Urges Steep Fed Rate Cut as Central Bankers Hold Meeting,1,0
Sliding U.S. Inflation May Provoke Fed Rate Cut Later This Year,1,0
Fed Headline Reactions,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
"FOMC Gives Nod to Slower Inflation, Upgrades Economic Assessment",1,0
"Fed Holds Main Rate Steady, Repeats Patience on Future Path (1)",1,60
Fed's Dovish Tilt Doesn't Give a Reason to Buy: Markets Live,1,0
Fed's Dovish Tilt Doesn't Give a Reason to Buy: Markets Live,1,0
"Read Between the Lines, Fed Is Worried About Weak Inflation",1,-60
*FED CHAIR POWELL BEGINS PRESS CONFERENCE IN WASHINGTON,1,0
*FED CHAIR POWELL BEGINS PRESS CONFERENCE IN WASHINGTON,1,0
Bull Steepening in Treasury Curve Shows Faith in Patient Fed,1,0
Bull Steepening in Treasury Curve Shows Faith in Patient Fed,1,0
"*POWELL: OUR OVERARCHING GOAL IS TO SUSTAIN EXPANSION, JOBS",1,0
*POWELL: INFLATION HAS BEEN SOMEWHAT WEAKER,1,-60
*POWELL: SOLID FUNDAMENTALS ARE SUPPORTING ECONOMY,1,60
*POWELL: OVERALL THE ECONOMY CONTINUES ON A HEALTHY PATH,1,60
"*POWELL: CONSUMER SPENDING, BUSINESS INV. LIKELY TO PICK UP",1,0
*POWELL: FED STRONGLY COMMITTED TO SYMMETRIC INFLATION GOAL,1,60
*POWELL: FED STRONGLY COMMITTED TO SYMMETRIC INFLATION GOAL,1,60
*POWELL: CORE INFLATION UNEXPECTEDLY FELL,1,-60
*POWELL: SOME TRANSITORY FACTORS MAY BE AT WORK IN INFLATION,1,0
*POWELL: EXPECT INFLATION AT 2% OVER TIME,1,0
*POWELL: IT APPEARS THAT VARIOUS RISKS HAVE MODERATED SOMEWHAT,1,0
"*POWELL CITES PROGRESS ON TRADE TALKS, LOWER RISK OF HARD BREXIT",1,-60
"*POWELL CITES PROGRESS ON TRADE TALKS, LOWER RISK OF HARD BREXIT",1,-60
*POWELL: FED DISCUSSED LONGER-RUN MATURITY COMPOSITION OF ASSETS,1,0
*POWELL: FED DISCUSSED LONGER-RUN MATURITY COMPOSITION OF ASSETS,1,0
*POWELL: OUR PORTFOLIO NOW WEIGHTED TOWARD LONGER-TERM ASSETS,1,0
*USD PARES LOSS AS POWELL SAYS LOW INFLATION COULD BE TRANSITORY,1,0
*POWELL: TODAY'S DISCUSSION LAID GROUNDWORK FOR MORE TALKS,1,0
*POWELL: FED WILL RETURN TO MATURITY DISCUSSION LATER THIS YEAR,1,60
*POWELL: FED WILL RETURN TO MATURITY DISCUSSION LATER THIS YEAR,1,60
*POWELL: IOER CUT IS SMALL TECHNICAL ADJUSTMENT; NO POLICY SHIFT,1,-60
*POWELL: IOER CUT IS SMALL TECHNICAL ADJUSTMENT; NO POLICY SHIFT,1,-60
*DOLLAR TURNS POSITIVE AS FED'S POWELL SPEAKS,1,60
*DOLLAR TURNS POSITIVE AS FED'S POWELL SPEAKS,1,60
*DOLLAR TURNS POSITIVE AS FED'S POWELL SPEAKS,1,60
*POWELL: TARGET RATE FOR FED FUNDS REMAINS MAIN POLICY TOOL,1,0
*POWELL: TARGET RATE FOR FED FUNDS REMAINS MAIN POLICY TOOL,1,0
"*FED CHAIR POWELL FINISHES OPENING STATEMENT, STARTS Q&A",1,60
*POWELL: WE DON'T SEE STRONG CASE FOR RATE MOVE EITHER WAY,1,0
*POWELL: WE DON'T SEE A STRONG CASE FOR RATE MOVE EITHER WAY,1,0
*POWELL: TRIMMED-MEAN INFLATION IS AROUND 2%,1,0
*POWELL: OUR POLICY STANCE IS APPROPRIATE RIGHT NOW,1,0
*POWELL: NOT A LOT OF CHANGES ON FINANCIAL STABILITY RECENTLY,1,0
*POWELL: NOT A LOT OF CHANGES ON FINANCIAL STABILITY RECENTLY,1,0
*POWELL: FINANCIAL SYSTEM IS QUITE RESILIENT TO SHOCKS,1,0
*POWELL: SOME ASSET PRICES ELEVATED BUT NOT EXTREMELY SO,1,0
"*POWELL: ON BALANCE, FINANCIAL VULNERABILITIES ARE MODERATE",1,0
*POWELL: WEAK 1Q CORE INFLATION NOT RELATED TO FED RATE HIKES,1,0
"*POWELL: SOME LOW INFLATION APPEARS TRANSIENT, IDIOSYNCRATIC",1,0
*POWELL: INFLATION PERSISTENTLY ABOVE OR BELOW 2% WOULD BE ISSUE,1,-60
"*POWELL: INFLATION WILL MOVE AROUND MONTH-MONTH, QUARTER-QUARTER",1,60
*POWELL: SLACK IN ECONOMY STILL PLAYS SMALL ROLE IN INFLATION,1,0
"*POWELL: WE EXPECT LOW INFLATION TO BE TRANSIENT, WILL PICK UP",1,0
*POWELL: MEN AND WOMEN SHOULD EARN THE SAME FOR THE SAME WORK,1,0
*POWELL: NOT MY ROLE TO ENGAGE WITH POTENTIAL FED NOMINEES,1,-60
*POWELL: NOT MY ROLE TO ENGAGE WITH POTENTIAL FED NOMINEES,1,-60
*POWELL: FEDWIRE DID GO DOWN FOR A FEW HOURS; QUICKLY FIXED,1,0
*POWELL: I SEE US ON A GOOD PATH FOR EXPANSION THIS YEAR,1,60
*POWELL: I SEE US ON A GOOD PATH FOR EXPANSION THIS YEAR,1,60
*POWELL: WE DON'T CONSIDER SHORT-TERM POLITICS IN OUR DECISIONS,1,-60
*POWELL WAS ASKED ABOUT TRUMP RATE-CUT TWEETS FROM TUESDAY,1,0
*POWELL: WE DON'T FEEL LIKE DATA PUSHING US IN EITHER DIRECTION,1,0
*POWELL: WE DON'T FEEL LIKE DATA PUSHING US IN EITHER DIRECTION,1,0
*POWELL: MANY MAJOR CENTRAL BANKS STRUGGLE TO HIT PRICE TARGETS,1,0
"*POWELL: ISM FACTORY GAUGE STILL POSITIVE, SHOWS MODEST GROWTH",1,60
"Powell: Fed Expects Low Inflation to Be Transient, Pick Up",1,0
*POWELL: WE EXPECT FACTORIES TO CONTRIBUTE TO GROWTH,1,0
"*POWELL: CONSUMER, BUSINESS SPENDING TO SUPPORT GROWTH THIS YEAR",1,0
*POWELL: RESOLVING TRADE UNCERTAINTY WOULD AID BUSINESSES,1,-60
*POWELL: GAINS FROM TRADE ACCORD WOULD BE FELT OVER TIME,1,0
*POWELL CITES EARLIER DRAG ON INFLATION FROM MOBILE-PHONE RATES,1,0
*POWELL CITES EARLIER DRAG ON INFLATION FROM MOBILE-PHONE RATES,1,0
"*POWELL: IF WE NEED TO, WE'LL USE OUR TOOLS TO CONTROL FED FUNDS",1,60
"*POWELL: IF WE NEED TO, WE'LL USE OUR TOOLS TO CONTROL FED FUNDS",1,60
*POWELL: DON'T EXPECT ANOTHER ADJUSTMENT ON FED FUNDS CONTROL,1,0
*POWELL: WILL LOOK AT IDEA OF REPO FACILITY AT A FUTURE MEETING,1,60
*POWELL: REVIEWING COMMENTS ON PROPOSED VOLCKER RULE CHANGES,1,0
*POWELL: REVIEWING COMMENTS ON PROPOSED VOLCKER RULE CHANGES,1,0
*POWELL: WE DON'T SEE ANY EVIDENCE AT ALL OF OVERHEATING,1,0
"*POWELL: STRONG JOB CREATION, WAGES RISING BUT NOT EXCESSIVE",1,60
"*POWELL: PRODUCTIVITY, LABOR PARTICIPATION SUGGEST ROOM TO GROW",1,60
Powell Says Policy Appropriate With No Bias to Hike or Cut (2),1,0
Forwards Erase Drop as USD Jumps on Powell Remarks: Asian NDFs,1,0
Forwards Erase Drop as USD Jumps on Powell Remarks: Asian NDFs,1,0
Forwards Erase Drop as USD Jumps on Powell Remarks: Asian NDFs,1,0
U.S. Yields Mostly Higher: Treasury Update,1,60
U.S. Yields Mostly Higher: Treasury Update,1,60
Canada Yields Mostly Higher: Sovereign Update,6,60
Initial FOMC Rate Hike Could Give Equities Jolt Higher: MKM,1,60
Draghi Warns Global Risks Still Battering Euro-Area Economy,2,0
RBC Cross-Asset Election Bets: S&P 500 May Fall 12% on Trump Win,1,-60
RBC Cross-Asset Election Bets: S&P 500 May Fall 12% on Trump Win,1,-60
U.S. Core Inflation Cools Amid Shift in Data Methodology (1),1,-60
Bets on Lower U.S. Volatility Readings Get a Helping Hand,1,0
Carney Speaks on BOE Stimulus Measures: Statement (Video),4,0
Carney Speaks on BOE Stimulus Measures: Statement (Video),4,0
Euro Falls After Draghi Sees Risks to Euro-Area Growth: Chart,2,-60
Euro Falls After Draghi Sees Risks to Euro-Area Growth: Chart,2,-60
Draghi Says Probability of Recession Remains Low: TOPLive,2,0
Draghi's Opening Statement at ECB News Conference (Video),2,60
Draghi's Opening Statement at ECB News Conference (Video),2,60
*GLOBAL FUNDS BUY NET 4.77B RUPEES OF INDIA STOCKS TODAY: NSE,13,0
*DOMESTIC FUNDS SELL NET 166M RUPEES OF INDIA STOCKS: NSE,13,0
Global Funds Buy Net 4.77B Rupees of India Stocks Today: NSE,13,0
"*TORONTO NEW HOME PRICES UNCHANGED IN FEB., VANCOUVER DOWN 0.3%",6,0
"*TORONTO NEW HOME PRICES UNCHANGED IN FEB., VANCOUVER DOWN 0.3%",6,0
"*CANADA NEW HOME PRICE INDEX UNCHANGED IN FEB., ESTIMATE 0.0%",6,60
*STATISTICS CANADA RELEASES NEW HOME PRICE INDEX FROM OTTAWA,6,0
*CANADA NEW HOME PRICES UP 0.1% FROM YEAR EARLIER,6,60
"*U.S. JOBLESS CLAIMS FALL 8,000 TO 196,000; EST. 210,000",1,0
*U.S. MAR. PRODUCER PRICES RISE 0.6% M/M; EST. UP 0.3%,1,60
"U.S. Jobless Claims Unexpectedly Fall, Hitting New 49-Year Low",1,0
"*U.S. INITIAL JOBLESS CLAIMS AT 196,000 LAST WEEK",1,0
*U.S. CONTINUING JOBLESS CLAIMS AT 1.713MLN TWO WEEKS AGO,1,0
"*U.S. MARCH PPI EX FOOD, ENERGY, TRADE UNCHANGED ON MONTH",1,0
*U.S. MARCH PRODUCER PRICES INCREASE 2.2 % FROM YEAR AGO,1,0
*U.S. PRODUCER PRICES ROSE 0.6 % IN MARCH,1,0
"*U.S. MARCH PPI EX FOOD, ENERGY, TRADE RISE 2.0 % ON YEAR",1,0
"*U.S. MARCH PPI EX FOOD, ENERGY, TRADE RISE 2.0 % ON YEAR",1,0
"*U.S. MARCH PRODUCER PRICES EX-FOOD, ENERGY RISE 0.3 % ON MONTH",1,0
"*U.S. MARCH PRODUCER PRICES EX-FOOD, ENERGY RISE 2.4 % ON YEAR",1,0
"*U.S. SOYBEAN OLD CROP EXPORT SALES 270,400 TONS",1,0
"*U.S. SOYBEAN TOTAL CROP EXPORT SALES 280,400 TONS",1,0
"*U.S. WHEAT TOTAL CROP EXPORT SALES 474,400 TONS",1,0
"*U.S. CORN OLD CROP EXPORT SALES 548,000 TONS",1,0
"*U.S. CORN TOTAL CROP EXPORT SALES 548,000 TONS",1,0
*DOLLAR HOLDS GAINS AFTER U.S. PRODUCER PRICES BEAT ESTIMATES,1,0
*DOLLAR HOLDS GAINS AFTER U.S. PRODUCER PRICES BEAT ESTIMATES,1,0
*VILLEROY: ECB DETERMINED TO BE AS ACCOMMODATIVE AS NEEDED,2,-60
*VILLEROY: SLOWDOWN IN FRANCE IS VERY LIMITED,2,-60
"USD Advances, Crude Weighs on EMFX, Stocks Rise: Colombia Today",1,60
"USD Advances, Crude Weighs on EMFX, Stocks Rise: Colombia Today",1,60
"USD Advances, Crude Weighs on EMFX, Stocks Rise: Colombia Today",1,60
U.S. Stock Futures Edge Higher; Dollar Strengthens: Markets Wrap,1,60
U.S. Stock Futures Edge Higher; Dollar Strengthens: Markets Wrap,1,60
*VILLEROY: ECB TO ASSESS IMPACT OF NEGATIVE RATES,2,-60
"*VILLEROY: ECB IS NOT SHORT OF AMMUNITION, WILL USE ALL TOOLS",2,-60
"*VILLEROY: ECB IS NOT SHORT OF AMMUNITION, WILL USE ALL TOOLS",2,-60
Peso May Drop With EMFX as Commodities Soften: Inside Argentina,21,-60
*RBI TO CONDUCT 3-DAY REVERSE REPO AUCTION APRIL 12,13,0
*RBI TO HOLD 3 DAY REVERSE REPO AUCTION 1.30 PM TO 2.00 PM,13,60
*RBI TO HOLD 600BLN RUPEES 3 DAY REVERSE REPO AUCTION APRIL 12,13,0
*RBI: FOREIGN CURRENCY ACCOUNTS OPENING BY RE-INSURANCE BROKERS,13,60
*RBI: FOREIGN CURRENCY ACCOUNTS OPENING BY RE-INSURANCE BROKERS,13,60
*CLARIDA SAYS FED FUNDS RATES NOW IN BROAD RANGE OF NEUTRAL,1,60
*CLARIDA SAYS FED FUNDS RATES NOW IN BROAD RANGE OF NEUTRAL,1,60
*CLARIDA SAYS FED FUNDS RATES NOW IN BROAD RANGE OF NEUTRAL,1,60
"*CLARIDA: FED CAN BE PATIENT AS IT ASSESSES POLICY MOVES, IF ANY",1,-60
"*CLARIDA: FED CAN BE PATIENT AS IT ASSESSES POLICY MOVES, IF ANY",1,-60
*CLARIDA: U.S. ECONOMY IN GOOD PLACE; GROWTH SLOWING FROM 2018,1,0
*CLARIDA: U.S. ECONOMY IN GOOD PLACE; GROWTH SLOWING FROM 2018,1,0
*FED VICE CHAIR CLARIDA REMARKS IN TEXT OF WASHINGTON SPEECH,1,0
*FED VICE CHAIR CLARIDA REMARKS IN TEXT OF WASHINGTON SPEECH,1,0
*FED VICE CHAIR CLARIDA REMARKS IN TEXT OF WASHINGTON SPEECH,1,0
"Clarida Says Fed Can Be Patient to Assess Policy Moves, If Any",1,0
"Clarida Says Fed Can Be Patient to Assess Policy Moves, If Any",1,0
*CLARIDA: FOMC WILL FACTOR IN RISKS TO BOTH SIDES OF THE OUTLOOK,1,0
*CLARIDA: FOMC WILL FACTOR IN RISKS TO BOTH SIDES OF THE OUTLOOK,1,0
Spain Yields Mostly Lower: Sovereign Update,2,-60
"South Africa Curve Steady, CDS Spread Wider: Sovereign Update",20,0
"Villeroy: ECB to Study Negative-Rate Impact, Possible Measures",2,-60
"Villeroy: ECB to Study Negative-Rate Impact, Possible Measures",2,-60
"Villeroy: ECB to Study Negative-Rate Impact, Possible Measures",2,-60
*CLARIDA SAYS FED'S CURRENT FRAMEWORK HAS SERVED IT WELL,1,0
*CLARIDA SAYS FED'S CURRENT FRAMEWORK HAS SERVED IT WELL,1,0
*CLARIDA SAYS FED'S CURRENT FRAMEWORK HAS SERVED IT WELL,1,0
*FED VICE CHAIRMAN CLARIDA ANSWERS QUESTIONS AT WASHINGTON EVENT,1,0
*FED VICE CHAIRMAN CLARIDA ANSWERS QUESTIONS AT WASHINGTON EVENT,1,0
*FED VICE CHAIRMAN CLARIDA ANSWERS QUESTIONS AT WASHINGTON EVENT,1,0
*CLARIDA: FED REVIEW MAY TURN OUT AS AN EVOLUTION NOT REVOLUTION,1,0
*RBI: SALE OF FOUR DATED SECURITIES FOR INR170B,13,-60
"*CANADA MARCH HOUSING STARTS AT ANNUAL RATE 192,527 UNITS",6,0
*RBI TO CONDUCT OVERNIGHT REVERSE REPO AUCTION APRIL 9,13,0
*RBI TO HOLD 700BLN RUPEES OVERNIGHT REVERSE REPO AUCTION APRIL 9,13,0
*RBI TO HOLD OVERNIGHT REVERSE REPO AUCTION 1.30 PM TO 2.00 PM,13,60
MORE: EU Says It Has Received Complaint From Uber,2,60
EU Says Has Received Complaint From Uber,2,60
"Fed's Stuck, Can't Raise Rates Even If It Wants To: Markets Live",1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
U.S. Stocks Decline as Ben Bernanke Damps Economic Stimulus Bets,1,0
*S&P 500 ERASES LOSSES AFTER FED'S DOVISH STATEMENT,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
Fed Initial Reaction: Dovish,1,0
"Dovish Surprise Seemed Impossible, But Fed Did It: Markets Live",1,0
"Dovish Surprise Seemed Impossible, But Fed Did It: Markets Live",1,0
Yields Tumble as Market Shifts on Fed's Dovish Surprise,1,0
"FOMC Reaffirms Patience, Downgrades U.S. Economic Assessment",1,0
"FOMC Reaffirms Patience, Downgrades U.S. Economic Assessment",1,0
Fed Plan Shows Asset Rolloff to Conclude at End of September,1,0
"Fed Sees No 2019 Hike, Plans September End to Asset Drawdown (1)",1,0
Biggest Emerging Market ETF Extends Gains on Fed: Inside EM,1,0
"Fed Sees No 2019 Hike, Plans September End to Asset Drawdown (2)",1,0
*POWELL: U.S. ECONOMY IS IN A GOOD PLACE,1,60
*POWELL: U.S. ECONOMY IS IN A GOOD PLACE,1,60
*POWELL SAYS EXPECT ECONOMY TO GROW AT SOLID PACE IN 2019,1,60
*POWELL: MANY OTHER LABOR INDICATORS SHOW STRENGTH,1,0
*POWELL: PATIENT MEANS NO NEED TO RUSH TO JUDGMENT,1,0
*POWELL: OUR OUTLOOK IS A POSITIVE ONE,1,0
*POWELL: FED FUNDS RATE IS MAIN TOOL FOR MONETARY POLICY,1,60
*POWELL: FED FUNDS RATE IS MAIN TOOL FOR MONETARY POLICY,1,60
*POWELL: FED FUNDS RATE IS MAIN TOOL FOR MONETARY POLICY,1,60
Fed Median Dots Suggests Rate Cycle End Below Neutral,1,0
*POWELL: TARIFFS A PROMINENT CONCERN AMONG BUSINESSES,1,-60
*POWELL: DATA NOT SIGNALING FED NEEDS TO MOVE IN ANY DIRECTION,1,0
"*POWELL: RISKS INCLUDE BREXIT, TRADE TALKS",1,0
"*POWELL: RISKS INCLUDE BREXIT, TRADE TALKS",1,0
*POWELL: FISCAL MEASURES SHOULD HAVE SOME SUPPLY-SIDE AFFECTS,1,0
"*POWELL: IT'S A GREAT TIME FOR US TO BE PATIENT, WATCH AND WAIT",1,-60
"*POWELL: IT'S A GREAT TIME FOR US TO BE PATIENT, WATCH AND WAIT",1,-60
"*POWELL: IT'S A GREAT TIME FOR FED TO BE PATIENT, WATCH AND WAIT",1,-60
"*POWELL: IT'S A GREAT TIME FOR FED TO BE PATIENT, WATCH AND WAIT",1,-60
"Fed Sees No 2019 Hike, Plans September End to Asset Drawdown (3)",1,0
Powell: Fiscal Measures Should Have Some Supply-Side Impact,1,0
*POWELL: MAIN TOOLS FOR MANAGING FIN. STABILITY ARE REGULATIONS,1,0
This Fed Decision Is Even More Dovish Than It Looks: Macro Man,1,-60
This Fed Decision Is Even More Dovish Than It Looks: Macro Man,1,-60
*POWELL: DON'T FEEL WE'VE CONVICINGLY ACHIEVED 2% INFLATION GOAL,1,0
EM Central Bankers May Not Be Happy With the Fed's Dovish Turn,1,-60
*POWELL: HIGHER WAGES DON'T TROUBLE ME FOR INFLATION,1,60
Dollar Breaks Below Trendline After Fed Tilts More Dovish: Chart,1,0
*POWELL: WE DON'T SEEK TO AFFECT DOLLAR WITH OUR POLICIES,1,0
*POWELL: WE DON'T SEEK TO AFFECT DOLLAR WITH OUR POLICIES,1,0
*POWELL: WE'RE ON HOLD BECAUSE POLICY IS IN A GOOD PLACE,1,60
*POWELL: WE'RE ON HOLD BECAUSE POLICY IS IN A GOOD PLACE,1,60
History Says the Fed's Next Move Will Be a Cut: Markets Live,1,0
*POWELL CONCLUDES PRESS CONFERENCE,1,60
"Fed's Next Move Is More Likely to Be A Cut, History Shows",1,-60
"Fed's Next Move Is More Likely to Be A Cut, History Shows",1,-60
Forwards Drop as FOMC Message Bolsters Risk Assets: Asian NDFs,1,-60
Forwards Drop as FOMC Message Bolsters Risk Assets: Asian NDFs,1,-60
Banking Industry Handed Lemons by Fed Meeting,1,0
Banking Industry Handed Lemons by Fed Meeting,1,0
U.S. Curve Shifts Lower: Treasury Update,1,-60
U.S. Curve Shifts Lower: Treasury Update,1,-60
Canada Curve Shifts Lower: Sovereign Update,6,-60
"Fed Trims Economic Growth Forecasts for This Year, 2020: Chart",1,0
Dollar Heading Toward January Lows After FOMC: Loomis Sayles,1,0
Dollar Heading Toward January Lows After FOMC: Loomis Sayles,1,0
"Powell Put Hasn't Lulled Vol, Options Traders Into Complacency",1,0
Draghi Slashes ECB Outlook as Officials Inject More Stimulus,2,0
"S. Africa Determined to Nationalize Central Bank, Ramaphosa Says",20,0
"S. Africa Determined to Nationalize Central Bank, Ramaphosa Says",20,0
"S. Africa Determined to Nationalize Central Bank, Ramaphosa Says",20,0
It's a Dash for Havens Ahead of U.S. Payroll Report,1,-60
Loonie on Track for Weekly Loss Before Jobs Data: Inside Canada,6,0
"*CANADA FEB. HOUSING STARTS AT ANNUAL RATE 173,153 UNITS",6,0
Canada's Labor Market Is Off to Its Best Start Since 1981,6,60
Canada's Labor Market Is Off to Its Best Start Since 1981,6,60
"South Africa Curve Steady, CDS Spread Wider: Sovereign Update",20,0
"*U.S. FEB. PAYROLLS RISE 20,000, JOBLESS RATE FALLS TO 3.8%",1,60
*U.S. FEB. AVERAGE HOURLY EARNINGS RISE 3.4% Y/Y; EST. 3.3%,1,60
*U.S. JAN. HOUSING STARTS RISE TO 1.23 MLN RATE; EST. 1.2 MLN,1,60
*U.S. JAN. HOUSING STARTS RISE TO 1.23 MLN RATE; EST. 1.2 MLN,1,60
"U.S. Payroll Gains Plunge to 20,000 While Wages Top Estimates",1,0
*U.S. JAN. HOUSING STARTS RISE TO 1.23 MLN RATE; EST. 1.2 MLN,1,60
*U.S. JAN. HOUSING STARTS RISE TO 1.23 MLN RATE; EST. 1.2 MLN,1,60
"*U.S. PRIVATE PAYROLLS RISE 25,000 IN FEB.",1,0
*AVERAGE WORK WEEK FOR ALL U.S. WORKERS AT 34.4 IN FEB.,1,0
"*U.S. MANUFACTURING PAYROLLS RISE 4,000 IN FEB.",1,0
"*U.S. FEB. PAYROLLS INCREASE 20,000",1,60
*U.S. FEB. UNEMPLOYMENT RATE FALLS TO 3.8 % VS. 4.0,1,60
*DOLLAR FALLS AFTER U.S. JOBS REPORT,1,0
*U.S. STOCK FUTURES EXTEND DROP ON JOBS MISS,1,0
"Loonie Gains With Oil, Outperforming Most of G-10: Inside Canada",6,60
"Dollar, Treasury Yields Slide After Big Jobs Miss: Markets Live",1,-60
U.S. Stock Futures Extend Drop After Jobs Report: Markets Wrap,1,60
U.S. Stock Futures Extend Drop After Jobs Report: Markets Wrap,1,60
"U.S. Payroll Gains Plunge to 20,000 as Wages Top Estimates (1)",1,0
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Hiring Plunges to 20,000 as Wage Gains Top Estimates (2)",1,0
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"Anyway You Slice It, Rebound Rally in U.S. Stocks Is Over",1,0
"Anyway You Slice It, U.S. Stocks' Rebound Is Over: Markets Live",1,0
"U.S. Hiring Plunges to 20,000 as Wage Gains Top Estimates (3)",1,0
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
"U.S. Stock Futures, Dollar Decline After Jobs Data: Markets Wrap",1,60
Spain Yields Mostly Higher: Sovereign Update,2,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
"U.S. Stocks, Dollar Sink as Jobs Data Disappoints: Markets Wrap",1,60
*ECB ANNOUNCES NEW SERIES OF TARGETED LONGER-TERM LOANS,2,0
*ECB TO REINVEST QE DEBT FOR EXTENDED TIME AFTER FIRST RATE HIKE,2,0
*ECB CUTS 2019 EURO-AREA GROWTH FORECAST TO 1.1% VS 1.7%,2,0
U.S. Productivity Gains Exceed Forecasts Even as Output Cools,1,60
Portuguese Cabinet Approves Proposal to Change Bank Supervision,2,0
"Stocks Advance, Euro Weakens on Dovish ECB Signal: Markets Wrap",2,0
"Stocks Advance, Euro Weakens on Dovish ECB Signal: Markets Wrap",2,0
"Stocks Advance, Euro Falls After ECB Rate Pledge: Markets Wrap",2,0
"Stocks Advance, Euro Falls After ECB Rate Pledge: Markets Wrap",2,0
"Stocks Advance, Euro Falls After ECB Rate Pledge: Markets Wrap",2,0
"Stocks Advance, Euro Declines on ECB Rates Signal: Markets Wrap",2,0
"Stocks Advance, Euro Declines on ECB Rates Signal: Markets Wrap",2,0
Merkel Faces Party Revolt on Migration as German Crisis Flares,2,-60
Argentina's New Central Bank Chief's First Job is the Peso,21,60
Argentina's New Central Bank Chief's First Job is the Peso,21,60
Argentina's New Central Bank Chief's First Job is the Peso,21,60
TOPLive Starts: Argentine Finance Minister Speaks as Peso Sinks,21,0
*INDIA TO SELL 70B RUPEES OF 91-DAY T-BILLS ON JUNE 20: RBI,13,-60
*INDIA TO SELL 70B RUPEES OF 91-DAY T-BILLS ON JUNE 20: RBI,13,-60
*INDIA TO SELL 40B RUPEES OF 182-DAY T-BILLS ON JUNE 20: RBI,13,-60
*INDIA TO SELL 40B RUPEES OF 182-DAY T-BILLS ON JUNE 20: RBI,13,-60
*INDIA TO SELL 40B RUPEES OF 364-DAY T-BILLS ON JUNE 20: RBI,13,-60
*INDIA TO SELL 40B RUPEES OF 364-DAY T-BILLS ON JUNE 20: RBI,13,-60
*DOMESTIC FUNDS BUY NET 5.61B RUPEES OF INDIA STOCKS: NSE,13,0
Global Funds Sell Net 15.2B Rupees of India Stocks Today: NSE,13,0
*USTR SAYS CHINA TARIFF LIST CONSISTS OF TWO SETS,7,0
*USTR SAYS CHINA TARIFF LIST CONSISTS OF TWO SETS,7,0
*USTR SAYS FIRST SET OF CHINA TARIFFS TO START JULY 6,7,-60
*USTR SAYS FIRST SET OF CHINA TARIFFS TO START JULY 6,7,-60
*USTR SAYS FIRST SET OF CHINA TARIFFS TO COVER $34B IN IMPORTS,7,-60
*USTR SAYS FIRST SET OF CHINA TARIFFS TO COVER $34B IN IMPORTS,7,-60
*GLOBAL FUNDS BUY NET INR43.4B INDIA EQUITY DERIVATIVES TODAY,13,60
*GLOBAL FUNDS BUY NET INR43.4B INDIA EQUITY DERIVATIVES TODAY,13,60
China Is Said to Prepare State Support for HNA Fundraising,7,0
China Is Said to Prepare State Support for HNA Fundraising,7,0
China Is Said to Prepare State Support for HNA Fundraising,7,0
*U.S. JUNE EMPIRE FACTORY NEW ORDERS INDEX AT 21.3 VS 16,1,0
*U.S. JUNE EMPIRE STATE FACTORY INDEX UP FROM 20.1 IN MAY,1,60
*U.S. JUNE EMPIRE FACTORY FUTURE INDEX AT 38.9 AFTER 31.1,1,0
